Row_Index,RunRow,TestScenario_ID,TestScenario_DetailedDescription,JobTitle,Relationship,Employer,MonthlyIncome,Schedule,EmploymentStatus,EmploymentStartDate,EmployerDepartment,LengthOfEmployment,PrimarySourceOfIncome,PhoneNumber,PhoneExtension,PrimaryPhone,PrimaryPhone2,BestTimeToCall,PhoneType,ContactName,PostalCode,Country,PrimaryAddress,AddressType,Address1,Address2,ApartmentNumber,POBox,City,CreateCustomerFlag,LandlordFirstName,LandlordLastName,LandlordPhoneNumber,FirstName,LastName,MiddleInitial,DateOfBirth,Email,CustomerID,IDNumber,IDType,StateProvince,CustomerAccountID,LineOfBusinessType,CustomerVerified,OwnershipType,POSType,LanguagePreference,DoNotVisit,DoNotCall,Active,ChecksAllowed,ACHAllowed,EpayAllowed,AutopayAllowed,EnrollinAutopay,EnrollinEpay,NationalIDNumber,HttpStatus
12,TRUE,EmployerInfo_BestTimeToCall,CCS_Neg_EmployerInfo_BestTimeToCall_0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,TRUE,EmployerInfo_BestTimeToCall,CCS_Neg_EmployerInfo_BestTimeToCall_4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,TRUE,EmployerInfo_BestTimeToCall,CCS_Neg_EmployerInfo_BestTimeToCall_Alphabetic,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,TRUE,EmployerInfo_BestTimeToCall,CCS_Neg_EmployerInfo_BestTimeToCall_AlphaNumeric,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,TRUE,EmployerInfo_BestTimeToCall,CCS_Neg_EmployerInfo_BestTimeToCall_SpecialCharacter,,,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,TRUE,EmployerInfo_BestTimeToCall,CCS_Neg_EmployerInfo_BestTimeToCall_SpecialChar,,,,,,,,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,TRUE,EmployerInfo_BestTimeToCall,CCS_Neg_EmployerInfo_BestTimeToCall_SpecialCharHyphen,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,TRUE,EmployerInfo_BestTimeToCall,CCS_Neg_EmployerInfo_BestTimeToCall_MaxLimit_1,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,TRUE,EmployerInfo_BestTimeToCall,CCS_Neg_EmployerInfo_BestTimeToCall_OverMaxLimit_2,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,TRUE,EmployerInfo_City,CCS_Neg_EmployerInfo_City_OverMaxLimit_21,,,,,,,,,,,,,,,,,,,,,,,,,,TTENCHARACTTENCHARACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,TRUE,EmployerInfo_Department,CCS_Neg_EmployerInfo_Department_OverMaxLimit_17,,,,,,,,TENCHARACTTENCHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,TRUE,EmployerInfo_Employer,CCS_Neg_EmployerInfo_Employer_OverMaxLimit_51,,,TTENCHARACTTENCHARACTTENCHARACTTENCHARACTTENCHARACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,TRUE,EmployerInfo_EmploymentStartDate,CCS_Neg_EmployerInfo_EmploymentStartDate_Alphabetic,,,,,,,ABCDEFGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,TRUE,EmployerInfo_EmploymentStartDate,CCS_Neg_EmployerInfo_EmploymentStartDate_AlphaNumeric,,,,,,,ABCD1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,TRUE,EmployerInfo_EmploymentStartDate,CCS_Neg_EmployerInfo_EmploymentStartDate_SpecialCharacter,,,,,,,#$%^#(*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,TRUE,EmployerInfo_EmploymentStartDate,CCS_Neg_EmployerInfo_EmploymentStartDate_SpecialChar,,,,,,,01-01-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,TRUE,EmployerInfo_EmploymentStartDate,CCS_Neg_EmployerInfo_EmploymentStartDate_SpecialCharHyphen,,,,,,,01-01-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,TRUE,EmployerInfo_EmploymentStartDate,CCS_Neg_EmployerInfo_EmploymentStartDate_MaxLimit_8,,,,,,,99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,TRUE,EmployerInfo_EmploymentStartDate,CCS_Neg_EmployerInfo_EmploymentStartDate_OverMaxLimit_9,,,,,,,01-01-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,TRUE,EmployerInfo_EmploymentStatus,CCS_Neg_EmployerInfo_EmploymentStatus_Alphabetic,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,TRUE,EmployerInfo_EmploymentStatus,CCS_Neg_EmployerInfo_EmploymentStatus_AlphaNumeric,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TRUE,EmployerInfo_EmploymentStatus,CCS_Neg_EmployerInfo_EmploymentStatus_SpecialCharacter,,,,,,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,TRUE,EmployerInfo_EmploymentStatus,CCS_Neg_EmployerInfo_EmploymentStatus_SpecialChar,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,TRUE,EmployerInfo_EmploymentStatus,CCS_Neg_EmployerInfo_EmploymentStatus_SpecialCharHyphen,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,TRUE,EmployerInfo_EmploymentStatus,CCS_Neg_EmployerInfo_EmploymentStatus_MaxLimit_1,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,TRUE,EmployerInfo_EmploymentStatus,CCS_Neg_EmployerInfo_EmploymentStatus_OverMaxLimit_2,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,TRUE,EmployerInfo_EmploymentStatus,CCS_Neg_EmployerInfo_EmploymentStatus_2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,TRUE,EmployerInfo_JobTitle,CCS_Neg_EmployerInfo_JobTitle_MaxLimit_21,TENCHARACTTENCHARACTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,TRUE,EmployerInfo_LengthOfEmployment,CCS_Neg_EmployerInfo_LengthOfEmployment_Null_PSOI_1,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,TRUE,EmployerInfo_LengthOfEmployment,CCS_Neg_EmployerInfo_LengthOfEmployment_Alphabetic,,,,,,,,,ABCDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,TRUE,EmployerInfo_LengthOfEmployment,CCS_Neg_EmployerInfo_LengthOfEmployment_AlphaNumeric,,,,,,,,,ABC12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,TRUE,EmployerInfo_LengthOfEmployment,CCS_Neg_EmployerInfo_LengthOfEmployment_SpecialCharacter,,,,,,,,,#$%*(,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,TRUE,EmployerInfo_LengthOfEmployment,CCS_Neg_EmployerInfo_LengthOfEmployment_SpecialChar,,,,,,,,,99/99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,TRUE,EmployerInfo_LengthOfEmployment,CCS_Neg_EmployerInfo_LengthOfEmployment_SpecialCharHyphen,,,,,,,,,99-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,TRUE,EmployerInfo_LengthOfEmployment,CCS_Neg_EmployerInfo_LengthOfEmployment_OverMaxLimit_6,,,,,,,,,987654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_Alphabetic,,,,ABCDEFGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_AlphaNumeric,,,,ABC12345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_SpecialCharacter,,,,#%^&$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_SpecialChar,,,,123/456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_SpecialCharHyphen,,,,123-456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_OverMaxLimit_11,,,,99999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_Null_Negative_PSOI_1,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_Null_Negative_PSOI_2,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_Null_Negative_PSOI_3,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_Null_Negative_PSOI_4,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_Null_Negative_PSOI_5,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_Null_Negative_PSOI_6,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_Null_Negative_PSOI_7,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_Null_PSOI_2,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_Null_PSOI_3,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_Null_PSOI_4,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_Null_PSOI_5,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,TRUE,EmployerInfo_MonthlyIncome,CCS_Neg_EmployerInfo_MonthlyIncome_Null_PSOI_6,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,TRUE,EmployerInfo_PhoneExtension,CCS_Neg_EmployerInfo_PhoneExtension_Alphabetic,,,,,,,,,,,,ABDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,TRUE,EmployerInfo_PhoneExtension,CCS_Neg_EmployerInfo_PhoneExtension_AlphaNumeric,,,,,,,,,,,,AC12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,TRUE,EmployerInfo_PhoneExtension,CCS_Neg_EmployerInfo_PhoneExtension_SpecialCharacter,,,,,,,,,,,,#$*(,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,TRUE,EmployerInfo_PhoneExtension,CCS_Neg_EmployerInfo_PhoneExtension_SpecialChar,,,,,,,,,,,,99/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,TRUE,EmployerInfo_PhoneExtension,CCS_Neg_EmployerInfo_PhoneExtension_SpecialCharHyphen,,,,,,,,,,,,Sep-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,TRUE,EmployerInfo_PhoneExtension,CCS_Neg_EmployerInfo_PhoneExtension_Characters_4,,,,,,,,,,,,a1$%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,TRUE,EmployerInfo_PhoneExtension,CCS_Neg_EmployerInfo_PhoneExtension_OverMaxLimit_5,,,,,,,,,,,,98765,,,,,,999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,TRUE,EmployerInfo_PhoneNumber,CCS_Neg_EmployerInfo_PhoneNumber_Null_PSOI_1,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,TRUE,EmployerInfo_PhoneNumber,CCS_Neg_EmployerInfo_PhoneNumber_OverMaxLimit_11,,,,,,,,,,,98765432101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,TRUE,EmployerInfo_POBox,CCS_Neg_EmployerInfo_POBox_OverMaxLimit_31,,,,,,,,,,,,,,,,,,,,,,,,,TTENCHARACTTENCHARACTTENCHARACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,TRUE,EmployerInfo_PostalCode,CCS_Neg_EmployerInfo_PostalCode_Alphabetic,,,,,,,,,,,,,,,,,,ABCDEFGHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,TRUE,EmployerInfo_PostalCode,CCS_Neg_EmployerInfo_PostalCode_AlphaNumeric,,,,,,,,,,,,,,,,,,ABC123456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,TRUE,EmployerInfo_PostalCode,CCS_Neg_EmployerInfo_PostalCode_SpecialCharacter,,,,,,,,,,,,,,,,,,#$%*()#$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,TRUE,EmployerInfo_PostalCode,CCS_Neg_EmployerInfo_PostalCode_SpecialChar,,,,,,,,,,,,,,,,,,99/99/999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,TRUE,EmployerInfo_PostalCode,CCS_Neg_EmployerInfo_PostalCode_SpecialCharHyphen,,,,,,,,,,,,,,,,,,99-99-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,TRUE,EmployerInfo_PostalCode,CCS_Neg_EmployerInfo_PostalCode_OverMaxLimit_10,,,,,,,,,,,,,,,,,,9876543210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,TRUE,EmployerInfo_PrimaryPhone,CCS_Neg_EmployerInfo_PrimaryPhone_Alphabetic,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,TRUE,EmployerInfo_PrimaryPhone,CCS_Neg_EmployerInfo_PrimaryPhone_AlphaNumeric,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,TRUE,EmployerInfo_PrimaryPhone,CCS_Neg_EmployerInfo_PrimaryPhone_SpecialCharacter,,,,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,TRUE,EmployerInfo_PrimaryPhone,CCS_Neg_EmployerInfo_PrimaryPhone_SpecialChar,,,,,,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,TRUE,EmployerInfo_PrimaryPhone,CCS_Neg_EmployerInfo_PrimaryPhone_SpecialCharHyphen,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,TRUE,EmployerInfo_PrimaryPhone,CCS_Neg_EmployerInfo_PrimaryPhone_OverMaxLimit_2,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,TRUE,EmployerInfo_PrimaryPhone,CCS_Neg_EmployerInfo_PrimaryPhone_2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,TRUE,EmployerInfo_PrimaryPhone,CCS_Neg_EmployerInfo_PrimaryPhone_MaxLimit_1,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,TRUE,EmployerInfo_PrimarySourceOfIncome,CCS_Neg_EmployerInfo_PrimarySourceOfIncome_Alphabetic,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,TRUE,EmployerInfo_PrimarySourceOfIncome,CCS_Neg_EmployerInfo_PrimarySourceOfIncome_AlphaNumeric,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,TRUE,EmployerInfo_PrimarySourceOfIncome,CCS_Neg_EmployerInfo_PrimarySourceOfIncome_SpecialCharacter,,,,,,,,,,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,TRUE,EmployerInfo_PrimarySourceOfIncome,CCS_Neg_EmployerInfo_PrimarySourceOfIncome_SpecialChar,,,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,TRUE,EmployerInfo_PrimarySourceOfIncome,CCS_Neg_EmployerInfo_PrimarySourceOfIncome_SpecialCharHyphen,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,TRUE,EmployerInfo_PrimarySourceOfIncome,CCS_Neg_EmployerInfo_PrimarySourceOfIncome_MaxLimit_1,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,TRUE,EmployerInfo_PrimarySourceOfIncome,CCS_Neg_EmployerInfo_PrimarySourceOfIncome_OverMaxLimit_2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,TRUE,EmployerInfo_PrimarySourceOfIncome,CCS_Neg_EmployerInfo_PrimarySourceOfIncome_0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,TRUE,EmployerInfo_PrimarySourceOfIncome,CCS_Neg_EmployerInfo_PrimarySourceOfIncome_7,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,TRUE,EmployerInfo_Schedule,CCS_Neg_EmployerInfo_Schedule_Alphabetic,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,TRUE,EmployerInfo_Schedule,CCS_Neg_EmployerInfo_Schedule_AlphaNumeric,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,TRUE,EmployerInfo_Schedule,CCS_Neg_EmployerInfo_Schedule_SpecialCharacter,,,,,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,TRUE,EmployerInfo_Schedule,CCS_Neg_EmployerInfo_Schedule_SpecialChar,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,TRUE,EmployerInfo_Schedule,CCS_Neg_EmployerInfo_Schedule_SpecialCharHyphen,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,TRUE,EmployerInfo_Schedule,CCS_Neg_EmployerInfo_Schedule_MaxLimit_1,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,TRUE,EmployerInfo_Schedule,CCS_Neg_EmployerInfo_Schedule_OverMaxLimit_2,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,TRUE,EmployerInfo_Schedule,CCS_Neg_EmployerInfo_Schedule_0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,TRUE,EmployerInfo_Schedule,CCS_Neg_EmployerInfo_Schedule_5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,TRUE,EmployerInfo_StateProvince,CCS_Neg_EmployerInfo_StateProvince_Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,
108,TRUE,EmployerInfo_StateProvince,CCS_Neg_EmployerInfo_StateProvince_AlphaNumeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,
109,TRUE,EmployerInfo_StateProvince,CCS_Neg_EmployerInfo_StateProvince_SpecialCharacters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#$,,,,,,,,,,,,,,,,,
110,TRUE,EmployerInfo_StateProvince,CCS_Neg_EmployerInfo_StateProvince_Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEXAS,,,,,,,,,,,,,,,,,
111,TRUE,EmployerInfo_Null_Employer,CCS_Neg_EmployerInfo_Null_Employer,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,TRUE,EmployerInfo_Null_Employer_PSOI,CCS_Neg_EmployerInfo_Null_Employer_PSOI_2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
